item_date,order_date,order_id,order_item_id,user_id,status,sale_price,cost,brand,category,department,product_name,gender,country,state,city
2023-08-28,2023-08-26,108069,156630,86414,Cancelled,34.9900016784668,16.305340782686919,eVogues Apparel,Dresses,Women,Plus Size Wrap Dress Black,F,France,Auvergne-Rhône-Alpes,Caluire-et-Cuire
2023-08-28,2023-08-28,118985,172381,95065,Complete,150.0,67.350000143051147,Abbey Dawn,Fashion Hoodies & Sweatshirts,Women,Abbey Dawn Midnight Hoodie Junior,F,France,Pays de la Loire,Angers
2023-08-28,2023-08-28,118985,172383,95065,Complete,48.0,31.055999994277958,IZOD,Sleep & Lounge,Women,Izod Women's Long Sleeve Tee with Striped Flannel Pant Pajama Set,F,France,Pays de la Loire,Angers
2023-08-29,2023-08-29,50014,72204,39982,Shipped,9.9899997711181641,4.1858098831088846,Wayfarers,Accessories,Women,80s Wayfarer Party Sunglasses W Mustache W168,F,France,Occitanie,Castries
2023-08-29,2023-08-29,51722,74732,41345,Cancelled,14.069999694824221,5.8531198889809843,Allegra K,Blazers & Jackets,Women,Allegra K Lady Rolled Up Sleeve Shawl Collar Front Openning Blazer Beige S,F,France,Île-de-France,Le Plessis-Robinson
2023-08-29,2023-08-26,108069,156629,86414,Cancelled,44.9900016784668,24.204620848042069,Ed Garments,Shorts,Women,Ed Garments Women's Microfiber Wrinkle Resistant Short. 8422,F,France,Auvergne-Rhône-Alpes,Caluire-et-Cuire
2023-08-30,2023-08-28,118985,172382,95065,Complete,33.0,16.137000001966953,Playtex,Plus,Women,Playtex Women's Secrets Perfect Flex Full Coverage Wire Free,F,France,Pays de la Loire,Angers
2023-08-31,2023-08-31,9793,14063,7917,Shipped,34.0,13.123999997973442,Blue Sky Swimwear,Swim,Women,Tie Front Kimono with Crochet Shadow-Swimwear Cover Up,F,France,Provence-Alpes-Côte d'Azur,Aubagne
2023-08-31,2023-08-31,15430,22292,12495,Shipped,69.949996948242188,34.205548511859774,Belly Bandit,Maternity,Women,Belly Bandit post pregnancy tummy wrap belly band,F,France,Auvergne-Rhône-Alpes,Reyrieux
2023-08-31,2023-08-29,112045,162383,89479,Processing,17.989999771118164,11.099829902207553,eVogues Apparel,Leggings,Women,Plus Size Black Slinky Stretchy Calf Legging,F,France,Occitanie,Longages
2023-08-31,2023-08-29,112045,162384,89479,Processing,139.97999572753906,61.311238009767841,Salomon,Outerwear & Coats,Women,Salomon Women's Fast Wing III Jacket,F,France,Occitanie,Longages
2023-08-31,2023-08-28,118985,172380,95065,Complete,25.0,16.000000014901161,Angelina Hosiery,Sleep & Lounge,Women,Ladies Cozy Fleece Pajama Set,F,France,Pays de la Loire,Angers
2023-09-01,2023-09-01,115911,167951,92665,Cancelled,34.9900016784668,16.900170843547137,MANGO,Pants & Capris,Women,Mango Women's Suit Trousers - Japo7,F,France,Centre-Val de Loire,Bourges
2023-09-02,2023-08-31,32613,47194,26213,Shipped,48.0,25.007999986410141,Wacoal,Intimates,Women,Wacoal Women's Petites Lace Front Contour Pushup Bra #75627,F,France,Bretagne,Allaire
2023-09-03,2023-08-31,32613,47195,26213,Shipped,26.079999923706051,14.839520008664133,Joie,Leggings,Women,Joie Women's Dream Terry Sweat Pant,F,France,Bretagne,Allaire
2023-09-03,2023-08-31,32613,47196,26213,Shipped,23.979999542236328,13.428799711492658,Hot Topic,Jeans,Women,Royal Bones Rose Lace Split Leg Skinny Jeans,F,France,Bretagne,Allaire
2023-09-03,2023-08-31,32613,47197,26213,Shipped,69.9800033569336,43.107682225331374,Suit Studio,Suits,Women,Suit Studio Blue Oasis Skirt Suit,F,France,Bretagne,Allaire
2023-09-03,2023-09-03,112294,162763,89692,Complete,148.0,63.936000004410737,Ella Moss,Sweaters,Women,Ella moss Women's Julia Open Weave Sweater,F,France,Auvergne-Rhône-Alpes,Chamalières
2023-09-06,2023-09-05,103111,149511,82445,Shipped,39.950000762939446,21.73280040551424,Laura,Intimates,Women,3-Piece Matching Set Laura High Quality Lace Bra Thong & Bikini #SL000063 Made in Colombia,F,France,Bretagne,Arzano
2023-09-06,2023-09-05,103111,149512,82445,Shipped,10.760000228881836,6.2300401115185018,Allegra K,Tops & Tees,Women,Allegra K Woman Sheer Long Sleeve Doll Collar Blouse Shirt Red M,F,France,Bretagne,Arzano
2023-09-07,2023-09-06,42227,60969,33897,Shipped,49.9900016784668,20.195960636385681,Funfash,Dresses,Women,FUNFASH SMOKEY BLUE 3/4 SLEEVES WRAP COCKTAIL CRUISE DRESS Plus Size 1X XL 16 Womens New Made in USA,F,France,Île-de-France,Goussainville
2023-09-07,2023-09-06,68317,98992,54609,Shipped,24.989999771118164,11.5953599092526,Lucky Brand,Fashion Hoodies & Sweatshirts,Women,Lucky Brand Belted Hoody,F,France,Grand Est,Troyes
2023-09-07,2023-09-06,107120,155263,85643,Shipped,39.0,18.75900002382696,Lipo in a Box,Intimates,Women,AMY Go2 Bra by Lipo in a Box 4 Colors 32C to 40DDD,F,France,Hauts-de-France,Essômes-sur-Marne
2023-09-08,2023-09-08,59,75,45,Shipped,63.75,26.456250061746687,Maternal America,Maternity,Women,Maternal America Women's Maternity Over Belly Mini Skirt,F,France,Auvergne-Rhône-Alpes,Saint-Étienne
2023-09-08,2023-09-06,42227,60968,33897,Shipped,92.0,39.468000128865242,Panache,Swim,Women,Ava Plunge One-Piece Swimsuit,F,France,Île-de-France,Goussainville
2023-09-08,2023-09-08,47351,68377,37898,Shipped,78.0,40.9499999564141,Democracy,Pants & Capris,Women,Democracy Women's Elastic Waist Rayon Velvet Pant,F,France,Île-de-France,Gennevilliers
2023-09-08,2023-09-06,49521,71501,39589,Cancelled,80.0,34.400000125169754,Luli Fama,Swim,Women,Luli Fama Cosita Buena Halter Top,F,France,Normandie,Le Havre
2023-09-09,2023-09-09,801,1154,656,Shipped,59.9900016784668,32.1546408625605,Blue Banana,Pants & Capris,Women,Blue Banana - Skinny Combat Cargo Stretchy Pants,F,France,Bretagne,Plouguin
2023-09-09,2023-09-08,40524,58520,32556,Shipped,39.9900016784668,22.514370911010648,Tru-Spec,Pants & Capris,Women,Tru-Spec Women's 100% Cotton 24-7 Series Pants,F,France,Grand Est,Lingolsheim
2023-09-10,2023-09-06,49521,71500,39589,Cancelled,20.0,7.239999994635582,Betsey Johnson,Socks & Hosiery,Women,Betsey Johnson Women's 2 Pack Jammin' Jungle Crews Gift Box,F,France,Normandie,Le Havre
2023-09-10,2023-09-06,68317,98993,54609,Shipped,98.0,51.057999972254038,Cosabella,Intimates,Women,Cosabella Women's Giulietta Babydoll Underwear,F,France,Grand Est,Troyes
2023-09-10,2023-09-06,107120,155264,85643,Shipped,158.75999450683594,66.679197681042552,Ali Ro,Dresses,Women,Ali Ro Women's Short Sleeve Sequin Dress,F,France,Hauts-de-France,Essômes-sur-Marne
2023-09-11,2023-09-08,59,74,45,Shipped,102.0,49.673999972641461,7 For All Mankind,Shorts,Women,7 for All Mankind Roll up Shorts in Washed Pure Indigo,F,France,Auvergne-Rhône-Alpes,Saint-Étienne
2023-09-11,2023-09-11,12298,17702,9993,Shipped,40.9900016784668,23.733210891817656,Besame,Intimates,Women,Besame High Quality Black Bra Thong SET #SL3396-4396 Made in Colombia,F,France,Bretagne,Kervignac
2023-09-11,2023-09-08,40524,58521,32556,Shipped,39.9900016784668,15.716070591407192,Woman Within,Skirts,Women,Woman Within Plus Size Jean stretch bootcut 5-pocket styling,F,France,Grand Est,Lingolsheim
2023-09-11,2023-09-11,90087,130586,71954,Processing,8.5,4.9045000122860083,FineBrandShop,Leggings,Women,Charcoal Fleece Seamless Leggings Full Length,F,France,Normandie,Lillebonne
2023-09-13,2023-09-13,34406,49741,27650,Cancelled,15.0,8.5199999995529652,Disney,Sleep & Lounge,Women,Disney Drawstring Lounge Pants Tinker Bell Sassy Tinkerbell Tink Black Pajama,F,France,Nouvelle-Aquitaine,Itxassou
2023-09-13,2023-09-13,72958,105705,58289,Shipped,12.729999542236328,6.6450597595298291,Jenni,Shorts,Women,Jenni Juniors Casual Shorts,F,France,Île-de-France,Paris
2023-09-15,2023-09-12,13658,19700,11060,Shipped,15.899999618530272,10.11239975643754,Rene Rofe,Sleep & Lounge,Women,Rene Rofe Flannel Floral Dusters,F,France,Nouvelle-Aquitaine,Gradignan
2023-09-15,2023-09-15,95776,138827,76679,Shipped,17.850000381469727,6.6402001663774257,SmartWool,Active,Women,Smartwool Women's Chinchero Socks,F,France,Auvergne-Rhône-Alpes,Roche
2023-09-15,2023-09-15,110682,160433,88443,Processing,107.15000152587892,45.003000632885843,Eliza J,Dresses,Women,Eliza J Women's Boat Neck Cap Sleeve Long Dress with Beaded Patch and Cascade Ruffle,F,France,Grand Est,Thionville
2023-09-15,2023-09-15,117514,170236,93899,Shipped,101.0,58.883000057190657,Softies by Paddi Murphy,Sleep & Lounge,Women,Softies Cloud Fleece 52 Blue Sweetheart Drop Needle Zip Front Robe,F,France,Occitanie,Béziers
2023-09-16,2023-09-12,13658,19701,11060,Shipped,118.98999786376952,49.2618592113474,Via Spiga,Outerwear & Coats,Women,Via Spiga Women's Napoli Luxurious Fox Fur Trimmed Hooded Down Jacket,F,France,Nouvelle-Aquitaine,Gradignan
2023-09-16,2023-09-16,21881,31546,17646,Shipped,140.0,59.779999889433377,Via Spiga,Outerwear & Coats,Women,Via Spiga Women's Chic Down-Filled Jacket,F,France,Nouvelle-Aquitaine,La Rochefoucauld-en-Angoumois
2023-09-17,2023-09-15,40923,59097,32866,Processing,22.930000305175781,8.1630800799411531,Darn Tough,Socks & Hosiery,Women,Men's Darn Tough Vermont Small Stripe Crew Light Socks,F,France,Provence-Alpes-Côte d'Azur,Antibes
2023-09-17,2023-09-15,40923,59099,32866,Processing,89.779998779296861,41.747699335380645,Mod-O-Doc,Sweaters,Women,Mod-O-Doc Women's Shawl Collar Pocket Cardigan,F,France,Provence-Alpes-Côte d'Azur,Antibes
2023-09-17,2023-09-17,106876,154907,85442,Shipped,32.0,17.887999951839447,SEX NIGHT,Intimates,Women,Long Sleeve Sleepwear-Black,F,France,Nouvelle-Aquitaine,Marmande
2023-09-18,2023-09-18,2646,3789,2130,Shipped,23.0,12.672999978065492,VIVILLI,Intimates,Women,VIVILLI Sexy Transparent Babydoll Set-Black,F,France,Nouvelle-Aquitaine,Brive-la-Gaillarde
2023-09-18,2023-09-18,29280,42372,23584,Cancelled,39.5,18.249000048264861,Ripe Maternity,Maternity,Women,Ripe Maternity Women's Maternity Classic Twill Short,F,France,Auvergne-Rhône-Alpes,Villeurbanne
2023-09-18,2023-09-18,32665,47275,26258,Shipped,58.0,32.827999979257584,Shadowline,Sleep & Lounge,Women,Shadowline Silhouette 54 Coat (71737),F,France,Pays de la Loire,Rives-de-l'Yon
2023-09-18,2023-09-15,40923,59100,32866,Processing,10.0,5.0699999928474426,Pettipant,Intimates,Women,Ivory Underwear Pettipants Nylon Culotte Bloomers Half Slips Shorts Nylon Lace Knickers Panties,F,France,Provence-Alpes-Côte d'Azur,Antibes
2023-09-19,2023-09-16,21881,31547,17646,Shipped,26.0,14.975999984890224,Assets,Intimates,Women,Assets by Sara Blakely Cool Control Mid Thigh Shaper (1165),F,France,Nouvelle-Aquitaine,La Rochefoucauld-en-Angoumois
2023-09-19,2023-09-15,40923,59098,32866,Processing,22.989999771118164,12.552539834263772,Maple Clothing,Tops & Tees,Women,Indian Tunic Top Womens / Kurti Printed Blouse India Clothing,F,France,Provence-Alpes-Côte d'Azur,Antibes
2023-09-22,2023-09-18,29280,42371,23584,Cancelled,75.0,44.250000128522522,Ibex,Sleep & Lounge,Women,Ibex Women's Woolies Bottom,F,France,Auvergne-Rhône-Alpes,Villeurbanne
2023-09-22,2023-09-23,72957,105704,58289,Shipped,68.6500015258789,25.125900329327575,Sutton Studio,Skirts,Women,Sutton Studio Wool Blend Skirt,F,France,Île-de-France,Paris
2023-09-23,2023-09-23,32191,46580,25865,Complete,168.97999572753906,67.254038621864311,OURSURE.COM,Maternity,Women,Radiation Protection Maternity Clothes RadiProtect Silver Camisole Top 100% Silver-Nylon Fabric Dress Code:8900617,F,France,Bourgogne-Franche-Comté,Demigny
2023-09-23,2023-09-23,40616,58655,32626,Processing,24.0,12.527999974787235,VIVILLI,Intimates,Women,VIVILLI Sexy Lace Babydoll Set-Red,F,France,Auvergne-Rhône-Alpes,Genas
2023-09-23,2023-09-23,120512,174614,96304,Processing,40.130001068115234,22.833970613139421,Georgie,Pants & Capris,Women,Georgie Women's Judy High Rise Pant,F,France,Île-de-France,Louvres
2023-09-24,2023-09-23,40616,58656,32626,Processing,36.9900016784668,19.123830833042117,Levi's,Jeans,Women,Levi's 512 Misses Petite Perfectly Slimming Straight Leg Jean with Tummy-Slimming Panel,F,France,Auvergne-Rhône-Alpes,Genas
2023-09-24,2023-09-24,71840,104135,57406,Cancelled,45.9900016784668,24.512670864983384,LOTUSTRADERS,Jumpsuits & Rompers,Women,TAUPE JUMPSUIT LACING POCKETS LAGENLOOK - FITS (ONE SIZE) - L 1X 2X -T592S LOTUSTRADERS,F,France,Île-de-France,Paris
2023-09-25,2023-09-25,67302,97488,53804,Processing,99.0,48.905999902635806,Miss Me,Jeans,Women,Miss Me JEANS - PARADISE BORDER BOOT LADIES WOVEN PANTS,F,France,Pays de la Loire,Avrillé
2023-09-26,2023-09-27,45229,65318,36256,Complete,60.0,25.200000107288361,Prego,Maternity,Women,Prego Maternity Solid Trimkini in olive,F,France,Île-de-France,Nanterre
2023-09-26,2023-09-24,71840,104134,57406,Cancelled,53.979999542236328,26.828059846493005,Nike,Fashion Hoodies & Sweatshirts,Women,Nike Women's Classic Full Zip Hoodie Sweatshirt-Purple,F,France,Île-de-France,Paris
2023-09-27,2023-09-27,93660,135730,74919,Shipped,15.0,7.3349999729543924,Wacoal,Intimates,Women,Wacoal Women's B-Smooth Hi Cut Brief,F,France,Pays de la Loire,Château-Thébaud
2023-09-27,2023-09-27,106966,155046,85517,Returned,19.989999771118164,9.9150398733681442,Curve Appeal,Sweaters,Women,Curve Appeal Cowl Neck Belted Cap Sleeve Sweater,F,France,Centre-Val de Loire,Orléans
2023-09-29,2023-09-29,44378,64076,35580,Cancelled,131.94000244140625,53.039880828092691,Nicole Miller,Outerwear & Coats,Women,Nicole Miller Women's Puffer Jacket with Grosgrain Trim,F,France,Bretagne,Saint-Malo
2023-09-29,2023-09-29,114738,166276,91714,Complete,46.9900016784668,27.818081002054807,Vocal,Tops & Tees,Women,Vocal Sexy Purple Mineral Wash Lace Stones Tattoo Tunic T-shirt Misses,F,France,Occitanie,Plaisance-du-Touch
2023-09-30,2023-09-29,9789,14058,7915,Cancelled,69.989997863769531,32.685329014895558,True Religion,Shorts,Women,True Religion Women's Jenna Cargo Short,F,France,Occitanie,Perpignan
2023-10-01,2023-10-02,16531,23873,13354,Complete,39.9900016784668,17.475630767456146,Rival,Fashion Hoodies & Sweatshirts,Women,Rival Traditional French Terry Sleeveless Hoody,F,France,Île-de-France,Paris
2023-10-01,2023-10-01,96893,140428,77582,Shipped,14.0,5.44599997997284,Steve Madden,Accessories,Women,Steve Madden Legwear Women's Lurex Rib Leg Warmer,F,France,Provence-Alpes-Côte d'Azur,Mazaugues
2023-10-01,2023-10-02,119985,173823,95882,Complete,150.0,78.599999751895666,Not Your Daughter's Jeans,Jeans,Women,Not Your Daughter's Jeans Women's Sheri Skinny Jean,F,France,Occitanie,Mialet
2023-10-02,2023-09-29,9789,14059,7915,Cancelled,60.0,27.240000106394287,Olian,Maternity,Women,Olian Women's Maternity Lauren Babydoll,F,France,Occitanie,Perpignan
2023-10-02,2023-10-02,16531,23872,13354,Complete,69.989997863769531,26.316239371207761,MANGO,Blazers & Jackets,Women,Mango Women's Contrast Piping BouclÃ© Coat - Yaki,F,France,Île-de-France,Paris
2023-10-02,2023-10-02,16531,23875,13354,Complete,46.049999237060554,22.103999568600209,Kensie,Sweaters,Women,Kensie Women's Tissue Knit Sweater,F,France,Île-de-France,Paris
2023-10-02,2023-10-03,26385,38110,21281,Shipped,37.9900016784668,16.449670663373468,Michael Stars,Accessories,Women,Michael Stars Women's Crepe Scarf,F,France,Nouvelle-Aquitaine,Périgueux
2023-10-03,2023-10-03,57142,82633,45731,Shipped,15.600000381469728,6.8640001597106455,Allegra K,Dresses,Women,Allegra K Women Scoop Neck Long Sleeve Bar Striped Dress Black Red White XS,F,France,Île-de-France,Nanterre
2023-10-03,2023-10-03,95788,138846,76692,Processing,23.0,12.373999993316827,SEX NIGHT,Intimates,Women,Lace Transparent Babydoll Set-Black,F,France,Bretagne,Campénéac
2023-10-04,2023-10-04,46764,67562,37426,Shipped,28.739999771118164,15.548339855190218,Patty,Tops & Tees,Women,Patty Women Diagonal One Shoulder with Neck Warmer Tops,F,France,Grand Est,Commercy
2023-10-05,2023-10-02,16531,23874,13354,Complete,7.0,3.3389999996870761,Carhartt,Plus,Women,Carhartt Men's Acrylic Knit Hat,F,France,Île-de-France,Paris
2023-10-05,2023-10-05,44606,64413,35766,Shipped,138.99000549316406,63.518432436851491,Jessica Howard,Dresses,Women,Jessica Howard Women's Plus Size 2 Piece 3/4 Sleeve Bolero Jacket Dress,F,France,Île-de-France,Le Raincy
2023-10-05,2023-10-01,51698,74697,41325,Shipped,65.0,26.454999856650829,Volcom,Outerwear & Coats,Women,Volcom Juniors Enemy Lines Windbreaker Jacket,F,France,Nouvelle-Aquitaine,Saint-Médard-d'Aunis
2023-10-05,2023-10-01,51698,74698,41325,Shipped,82.0,33.948000142350793,Luli Fama,Swim,Women,Luli Fama Sweet Seduction Tie Side Brazilian Bottom,F,France,Nouvelle-Aquitaine,Saint-Médard-d'Aunis
2023-10-05,2023-10-05,109192,158241,87278,Shipped,125.0,61.499999836087227,Sofie,Sweaters,Women,Sofie Women's 100% Cashmere Long-Sleeve Open-Front Cardigan,F,France,Île-de-France,Meaux
2023-10-06,2023-10-06,28555,41321,23016,Complete,72.0,28.584000125527385,JAG,Swim,Women,JAG Women's Swimwear Mesh Attack No Worries Tankini Top,F,France,Île-de-France,Goussainville
2023-10-08,2023-10-08,82637,119773,66061,Cancelled,102.0,49.673999972641461,7 For All Mankind,Shorts,Women,7 for All Mankind Roll up Shorts in Washed Pure Indigo,F,France,Occitanie,Caixas
2023-10-08,2023-10-08,97634,141560,78128,Shipped,50.0,26.199999963864684,Assets,Intimates,Women,Assets by Sara Blakely Standout Slimmers Tank Slip (1649),F,France,Bretagne,Bain-de-Bretagne
2023-10-09,2023-10-09,18702,27024,15130,Shipped,159.0,90.1529999691993,7 For All Mankind,Jeans,Women,7 For All Mankind Women's Skinny Crop And Roll Jean in Clean White,F,France,Île-de-France,Vémars
2023-10-09,2023-10-09,21701,31272,17503,Returned,99.989997863769517,49.495049046863606,Jessica Howard,Dresses,Women,Jessica Howard Women's Sleeveless Surplus Bodice Dress,F,France,Pays de la Loire,Roézé-sur-Sarthe
2023-10-09,2023-10-09,23489,33897,18940,Shipped,14.0,6.13199996203184,K. Bell,Socks & Hosiery,Women,K. Bell Socks Women's Two Pack Knee High Gift Pack,F,France,Île-de-France,Paris
2023-10-10,2023-10-09,21701,31271,17503,Returned,29.989999771118164,14.635119885177463,Khakis & Co,Pants & Capris,Women,Khakis & Co Convertible Pant - Sand Size 8,F,France,Pays de la Loire,Roézé-sur-Sarthe
2023-10-10,2023-10-10,100689,146037,80506,Shipped,14.0,5.44599997997284,Steve Madden,Accessories,Women,Steve Madden Legwear Women's Lurex Rib Leg Warmer,F,France,Auvergne-Rhône-Alpes,Saint-Antoine-l'Abbaye
2023-10-10,2023-10-10,103902,150659,83045,Shipped,26.0,15.599999941885471,American Apparel,Tops & Tees,Women,American Apparel Cotton Spandex Jersey Tank Thong,F,France,Bretagne,Saint-Jacques-de-la-Lande
2023-10-11,2023-10-09,21701,31269,17503,Returned,169.99000549316406,66.806071868779426,Oakley,Accessories,Women,Oakley Women's Liv Iridium Sunglasses,F,France,Pays de la Loire,Roézé-sur-Sarthe
2023-10-11,2023-10-11,115318,167109,92175,Returned,33.9900016784668,19.204350993917885,Ice,Suits,Women,ICE (2359) lined chelsea beaded pencil skirt black sizes 8-18,F,France,Île-de-France,Thiais
2023-10-12,2023-10-09,21701,31270,17503,Returned,61.0,30.194999950006604,Nearly Me,Intimates,Women,Nearly Me Triangle Foam Breast Forms (17-036),F,France,Pays de la Loire,Roézé-sur-Sarthe
2023-10-12,2023-10-11,109426,158589,87446,Complete,34.950000762939453,17.090550375160575,2b by bebe,Dresses,Women,2B Double Peplum Metallic Dress,F,France,Occitanie,Lunel
2023-10-13,2023-10-13,6843,9842,5515,Complete,9.9899997711181641,3.5464498859971769,Alki'i,Accessories,Women,Alki'i Braided Neon Aviator warm beanie snowboarding winter snow hats -4 colors,F,France,Grand Est,Épinal
2023-10-13,2023-10-12,13141,18942,10669,Cancelled,15.279999732971191,7.80807986263752,Hanes,Intimates,Women,Hanes Women's Cotton String Bikini Assorted,F,France,Provence-Alpes-Côte d'Azur,Six-Fours-les-Plages
2023-10-13,2023-10-11,109426,158590,87446,Complete,42.0,17.640000075101852,Blue Sky Swimwear,Swim,Women,Energy: Modern Bottom (All styles sold as separates; Bottom Only),F,France,Occitanie,Lunel
2023-10-13,2023-10-13,111196,161155,88816,Shipped,30.989999771118164,18.222119850640297,Patty,Tops & Tees,Women,Patty Women Boat Neck/One Shoulder Drawstring Short Sleeve Banded Causal Blouse Top,F,France,Centre-Val de Loire,Berchères-Saint-Germain
2023-10-14,2023-10-12,13141,18943,10669,Cancelled,25.0,10.750000039115548,Three Seasons Maternity,Maternity,Women,Three Seasons Maternity Women's Long Sleeve Solid Wide Body Turtle Neck,F,France,Provence-Alpes-Côte d'Azur,Six-Fours-les-Plages
2023-10-14,2023-10-11,109426,158588,87446,Complete,16.989999771118164,9.8372098976047333,Ice,Suits,Women,ICE (2356) towie stretch pencil skirt olympic red 4-16,F,France,Occitanie,Lunel
2023-10-15,2023-10-14,14035,20276,11364,Cancelled,69.0,40.710000118240721,Carole Hochman,Sleep & Lounge,Women,Carole Hochman Women's Long Gown,F,France,Bourgogne-Franche-Comté,Besançon
2023-10-15,2023-10-14,14035,20277,11364,Cancelled,129.97999572753906,62.650358041390177,True Religion,Fashion Hoodies & Sweatshirts,Women,True Religion Brand Jeans Women's Here Comes The Sun Hoodie Sweatshirt-Ivory,F,France,Bourgogne-Franche-Comté,Besançon
2023-10-15,2023-10-15,52601,76001,42078,Complete,69.860000610351562,33.742380490506889,PEZ Candy,Maternity,Women,PEZ D'OR Women's Maternity Bathing Beauty Maillot - Love Boat,F,France,Bretagne,Plumergat
2023-10-15,2023-10-15,67634,97993,54065,Cancelled,130.0,60.970000065863125,Mountain Hardwear,Active,Women,Mountain Hardwear Women's Pyxis Hoody,F,France,Île-de-France,Le Perreux-sur-Marne
2023-10-15,2023-10-15,76214,110388,60882,Shipped,49.9900016784668,28.844230854504254,Underworks,Intimates,Women,Underworks Padded Rear and Hips Lift Brief,F,France,Occitanie,Saint-Guilhem-le-Désert
2023-10-15,2023-10-11,109426,158591,87446,Complete,19.950000762939453,7.6807502706926307,Hats,Accessories,Women,Hats with Heart 3-seam Chemo Turban,F,France,Occitanie,Lunel
2023-10-16,2023-10-13,108627,157424,86859,Processing,239.99000549316409,89.51627286430778,Icebreaker,Active,Women,Icebreaker Women's Cascade Hood,F,France,Île-de-France,Vitry-sur-Seine
2023-10-17,2023-10-15,16786,24244,13574,Shipped,62.0,23.745999850332737,IGIGI by Yuliya Raquel,Skirts,Women,IGIGI by Yuliya Raquel Plus Size Monroe Skirt in Navy Blue,F,France,Nouvelle-Aquitaine,Ambarès-et-Lagrave
2023-10-17,2023-10-13,108627,157423,86859,Processing,25.0,12.5,55DSL,Pants & Capris,Women,55DSL Juniors Premiere Pant,F,France,Île-de-France,Vitry-sur-Seine
2023-10-18,2023-10-15,16786,24243,13574,Shipped,49.9900016784668,21.245750797150656,Bolle,Active,Women,BollÃ© Women's Essential Multi-Pleat Tennis Skirt,F,France,Nouvelle-Aquitaine,Ambarès-et-Lagrave
2023-10-19,2023-10-19,41948,60555,33676,Shipped,15.0,7.2300000116229057,FineBrandShop,Shorts,Women,Ladies Charcoal 4 Pocket Sleek Hook Closure Shorts,F,France,Auvergne-Rhône-Alpes,Villeurbanne
2023-10-20,2023-10-19,37415,54062,30036,Complete,44.0,21.647999983280897,American Apparel,Shorts,Women,American Apparel Unisex Striped Chambray Kool Short,F,France,Provence-Alpes-Côte d'Azur,Rians
2023-10-20,2023-10-19,37415,54064,30036,Complete,19.0,8.1700000297278166,Capezio,Active,Women,Capezio Women's Short Sleeve Leotard,F,France,Provence-Alpes-Côte d'Azur,Rians
2023-10-21,2023-10-19,37415,54063,30036,Complete,80.0,40.0,The North Face,Outerwear & Coats,Women,The North Face Pink Ribbon Khumbu Women's Fleece - Medium,F,France,Provence-Alpes-Côte d'Azur,Rians
2023-10-21,2023-10-20,44834,64748,35955,Complete,39.599998474121087,20.156399281746147,TapouT,Fashion Hoodies & Sweatshirts,Women,Tapout Juniors True Believe Hoodie Sweater,F,France,Hauts-de-France,Abbeville
2023-10-21,2023-10-21,63219,91502,50528,Cancelled,39.9900016784668,15.436140645504594,Moon Shine Attitude Attire,Active,Women,Moon Shine Attitude Attire Muddy Girl Zipper Front Camo Sleeves Black,F,France,Occitanie,Montpellier
2023-10-21,2023-10-21,76961,111468,61480,Complete,903.0,373.84200156759471,ASICS,Active,Women,ASCIS Cushion Low Socks (Pack of 3),F,France,Nouvelle-Aquitaine,Limoges
2023-10-23,2023-10-19,37415,54061,30036,Complete,23.579999923706051,12.520979944796284,Bella,Pants & Capris,Women,Bella Ladies 8 oz. Stretch French Terry Lounge Pant,F,France,Provence-Alpes-Côte d'Azur,Rians
2023-10-23,2023-10-20,44834,64749,35955,Complete,12.989999771118164,5.0141398866815861,TrendsBlue,Accessories,Women,Premium Oversize Large Solid Color Soft Square Scarf - Different Colors Available,F,France,Hauts-de-France,Abbeville
2023-10-24,2023-10-24,52052,75218,41629,Processing,10.5,5.9429999766871324,Jockey,Intimates,Women,Naturals Seamfree Bikini,F,France,Bretagne,Grand-Champ
2023-10-24,2023-10-24,89541,129774,71504,Processing,129.99000549316406,64.475042397256033,Sutton Studio,Pants & Capris,Women,Sutton Studio Cashmere Pant,F,France,Bourgogne-Franche-Comté,Chevigny-Saint-Sauveur
2023-10-25,2023-10-25,13656,19697,11060,Shipped,8.25,3.2422499859239906,Body Wrappers,Socks & Hosiery,Women,36 Stirrup Legwarmers94,F,France,Nouvelle-Aquitaine,Gradignan
2023-10-25,2023-10-24,89541,129773,71504,Processing,39.9900016784668,21.0747308566938,Popsi Lingerie,Intimates,Women,Popsi Lingerie Shelf Bra Babydoll With Matching G-String,F,France,Bourgogne-Franche-Comté,Chevigny-Saint-Sauveur
2023-10-25,2023-10-25,118830,172155,94956,Processing,165.0,87.779999789781854,Hudson,Jeans,Women,Hudson Women's Signature Petite Bootcut Jean,F,France,Bourgogne-Franche-Comté,Auxerre
2023-10-27,2023-10-27,106950,155024,85505,Shipped,9.9899997711181641,4.1858098831088846,Ed Hardy,Socks & Hosiery,Women,Ed Hardy Women Dedicated Knee High Sock,F,France,Occitanie,Montpellier
2023-10-31,2023-10-31,55699,80564,44523,Returned,63.0,29.484000036260117,Life Is Good,Fashion Hoodies & Sweatshirts,Women,Life is good. Womens Softwash Hoodie - LIG - Soft Purple - L,F,France,Nouvelle-Aquitaine,Anglet
2023-11-01,2023-11-01,69732,101053,55748,Processing,79.0,44.003000002354383,Le Mystere,Intimates,Women,Le Mystere Women's Soiree Short Line Bustier Bra,F,France,Occitanie,Castres
